fecha,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,et0_fao_evapotranspiration,shortwave_radiation_sum,wind_speed_10m_max,ciudad,provincia,region,elevacion_m
2020-04-27,12.4,17.7,8.0,1.4,6.0,3.73,22.31,12.3,Quito,Pichincha,Sierra,2903.0
2020-04-28,12.3,16.8,8.1,7.2,14.0,3.27,19.58,9.6,Quito,Pichincha,Sierra,2903.0
2020-04-29,12.1,17.0,7.5,17.6,9.0,3.41,20.88,10.1,Quito,Pichincha,Sierra,2903.0
2020-04-30,12.6,16.9,8.6,23.3,8.0,3.27,19.79,9.4,Quito,Pichincha,Sierra,2903.0
2020-05-01,11.4,14.8,8.7,6.0,11.0,1.97,12.02,11.9,Quito,Pichincha,Sierra,2903.0
2020-05-02,12.1,15.6,9.3,7.2,13.0,2.13,12.57,10.0,Quito,Pichincha,Sierra,2903.0
2020-05-03,12.0,16.8,7.3,20.6,11.0,2.96,17.89,9.4,Quito,Pichincha,Sierra,2903.0
2020-05-04,12.2,16.8,9.1,15.8,13.0,2.84,16.99,9.8,Quito,Pichincha,Sierra,2903.0
2020-05-05,12.6,17.9,8.6,0.4,2.0,3.36,19.84,10.3,Quito,Pichincha,Sierra,2903.0
2020-05-06,12.9,18.5,8.3,0.7,7.0,3.75,22.17,12.2,Quito,Pichincha,Sierra,2903.0
2020-05-07,13.1,18.5,8.5,1.7,6.0,3.6,21.1,13.0,Quito,Pichincha,Sierra,2903.0
2020-05-08,13.1,19.1,7.2,0.5,3.0,3.73,21.48,15.1,Quito,Pichincha,Sierra,2903.0
2020-05-09,13.5,18.7,8.9,0.2,2.0,4.19,24.42,12.7,Quito,Pichincha,Sierra,2903.0
2020-05-10,12.7,19.3,7.3,9.3,7.0,3.85,22.72,12.2,Quito,Pichincha,Sierra,2903.0
2020-05-11,12.7,17.2,10.0,33.9,13.0,2.87,17.19,10.4,Quito,Pichincha,Sierra,2903.0
2020-05-12,12.0,15.3,10.3,62.2,23.0,2.19,13.33,10.5,Quito,Pichincha,Sierra,2903.0
2020-05-13,10.7,13.3,8.7,5.1,13.0,1.79,10.33,8.0,Quito,Pichincha,Sierra,2903.0
2020-05-14,12.3,17.4,7.7,5.1,9.0,3.14,18.26,9.5,Quito,Pichincha,Sierra,2903.0
2020-05-15,12.4,18.1,7.7,0.5,5.0,3.63,21.86,12.5,Quito,Pichincha,Sierra,2903.0
2020-05-16,12.3,17.9,7.3,0.4,4.0,3.88,22.67,13.2,Quito,Pichincha,Sierra,2903.0
2020-05-17,12.5,18.0,8.6,4.5,9.0,3.72,22.46,10.8,Quito,Pichincha,Sierra,2903.0
2020-05-18,11.8,15.6,8.2,6.8,7.0,2.24,12.97,9.2,Quito,Pichincha,Sierra,2903.0
2020-05-19,12.3,17.6,8.8,4.2,7.0,3.44,20.73,10.0,Quito,Pichincha,Sierra,2903.0
2020-05-20,12.8,19.3,7.4,0.4,4.0,3.8,22.1,11.8,Quito,Pichincha,Sierra,2903.0
2020-05-21,12.6,18.1,7.7,1.0,8.0,3.66,21.83,12.2,Quito,Pichincha,Sierra,2903.0
2020-05-22,12.6,18.5,7.3,0.5,5.0,3.92,23.42,13.3,Quito,Pichincha,Sierra,2903.0
2020-05-23,12.7,18.7,7.8,0.6,5.0,4.0,23.55,14.2,Quito,Pichincha,Sierra,2903.0
2020-05-24,12.3,18.3,7.1,0.1,1.0,3.6,21.1,13.0,Quito,Pichincha,Sierra,2903.0
2020-05-25,12.4,17.3,7.6,0.0,0.0,3.42,20.18,11.2,Quito,Pichincha,Sierra,2903.0
2020-05-26,12.4,17.1,6.9,0.4,4.0,3.88,22.88,11.6,Quito,Pichincha,Sierra,2903.0
2020-05-27,12.3,17.8,6.8,1.0,1.0,3.46,20.24,11.4,Quito,Pichincha,Sierra,2903.0
2020-05-28,12.2,16.8,8.4,18.7,14.0,3.15,19.27,10.6,Quito,Pichincha,Sierra,2903.0
2020-05-29,11.8,15.3,9.4,32.2,18.0,2.69,16.84,11.0,Quito,Pichincha,Sierra,2903.0
2020-05-30,11.8,16.0,9.8,14.2,16.0,2.51,15.35,12.3,Quito,Pichincha,Sierra,2903.0
2020-05-31,11.9,16.5,8.9,7.1,7.0,3.06,18.98,11.6,Quito,Pichincha,Sierra,2903.0
2020-06-01,11.9,16.8,7.5,7.7,7.0,3.35,20.64,12.1,Quito,Pichincha,Sierra,2903.0
2020-06-02,11.5,15.8,7.9,17.4,11.0,2.61,15.62,8.9,Quito,Pichincha,Sierra,2903.0
2020-06-03,11.4,16.3,8.4,11.6,10.0,2.72,16.73,11.2,Quito,Pichincha,Sierra,2903.0
2020-06-04,12.1,19.1,6.5,0.2,2.0,4.03,24.09,12.0,Quito,Pichincha,Sierra,2903.0
2020-06-05,10.9,15.4,7.0,4.7,12.0,2.51,14.72,10.2,Quito,Pichincha,Sierra,2903.0
2020-06-06,12.3,18.2,6.9,0.2,2.0,4.14,24.78,14.2,Quito,Pichincha,Sierra,2903.0
2020-06-07,11.7,18.4,5.7,0.2,2.0,3.06,17.55,11.9,Quito,Pichincha,Sierra,2903.0
2020-06-08,13.0,18.6,8.7,0.6,2.0,3.7,20.82,10.4,Quito,Pichincha,Sierra,2903.0
2020-06-09,11.7,17.9,6.4,4.4,6.0,3.46,20.52,11.6,Quito,Pichincha,Sierra,2903.0
2020-06-10,11.2,16.6,6.7,4.8,10.0,3.34,20.22,9.4,Quito,Pichincha,Sierra,2903.0
2020-06-11,11.5,16.5,8.6,10.2,7.0,3.21,19.7,10.9,Quito,Pichincha,Sierra,2903.0
2020-06-12,11.5,16.7,7.9,0.2,2.0,3.09,18.51,12.0,Quito,Pichincha,Sierra,2903.0
2020-06-13,11.8,18.6,7.1,8.1,4.0,3.46,20.8,11.2,Quito,Pichincha,Sierra,2903.0
2020-06-14,11.8,18.2,7.4,0.0,0.0,3.85,22.83,12.8,Quito,Pichincha,Sierra,2903.0
2020-06-15,11.5,17.1,6.4,0.0,0.0,3.66,21.62,13.5,Quito,Pichincha,Sierra,2903.0
2020-06-16,11.3,16.6,6.0,0.2,2.0,3.29,19.89,10.3,Quito,Pichincha,Sierra,2903.0
2020-06-17,11.2,17.6,6.3,9.9,5.0,3.43,20.78,8.9,Quito,Pichincha,Sierra,2903.0
2020-06-18,11.4,16.8,8.2,9.3,12.0,2.66,15.35,9.7,Quito,Pichincha,Sierra,2903.0
2020-06-19,11.7,16.8,7.1,2.5,8.0,3.3,19.84,10.4,Quito,Pichincha,Sierra,2903.0
2020-06-20,11.4,15.7,8.0,1.9,7.0,2.6,15.5,9.3,Quito,Pichincha,Sierra,2903.0
2020-06-21,11.8,16.5,8.6,0.8,6.0,3.35,20.07,12.6,Quito,Pichincha,Sierra,2903.0
2020-06-22,11.9,16.4,7.2,0.3,3.0,3.52,21.29,13.9,Quito,Pichincha,Sierra,2903.0
2020-06-23,11.6,16.4,6.9,4.2,6.0,2.75,16.56,11.8,Quito,Pichincha,Sierra,2903.0
2020-06-24,12.0,18.2,7.4,0.0,0.0,3.59,21.49,14.1,Quito,Pichincha,Sierra,2903.0
2020-06-25,11.4,17.4,6.1,0.3,3.0,3.49,21.07,11.5,Quito,Pichincha,Sierra,2903.0
2020-06-26,11.5,16.1,7.3,0.5,5.0,3.11,18.91,10.5,Quito,Pichincha,Sierra,2903.0
2020-06-27,11.9,17.6,7.4,0.6,5.0,3.68,22.64,14.4,Quito,Pichincha,Sierra,2903.0
2020-06-28,11.4,16.4,7.1,1.4,7.0,3.08,19.05,11.5,Quito,Pichincha,Sierra,2903.0
2020-06-29,11.7,17.6,6.9,0.1,1.0,3.38,20.02,13.6,Quito,Pichincha,Sierra,2903.0
2020-06-30,11.6,18.2,6.7,9.2,6.0,3.62,21.7,10.5,Quito,Pichincha,Sierra,2903.0
2020-07-01,12.1,17.8,7.8,7.3,9.0,3.32,20.13,11.7,Quito,Pichincha,Sierra,2903.0
2020-07-02,11.5,16.4,7.2,9.2,7.0,2.97,18.07,11.8,Quito,Pichincha,Sierra,2903.0
2020-07-03,11.6,16.4,8.2,6.8,10.0,2.95,17.92,12.1,Quito,Pichincha,Sierra,2903.0
2020-07-04,11.3,16.0,6.6,14.4,10.0,2.62,16.05,10.1,Quito,Pichincha,Sierra,2903.0
2020-07-05,11.2,16.1,7.4,15.7,8.0,2.82,17.38,11.3,Quito,Pichincha,Sierra,2903.0
2020-07-06,10.7,15.6,7.7,5.2,12.0,2.36,14.02,8.8,Quito,Pichincha,Sierra,2903.0
2020-07-07,10.9,16.7,6.0,8.3,7.0,3.18,19.19,10.0,Quito,Pichincha,Sierra,2903.0
2020-07-08,11.5,16.1,8.1,5.1,6.0,2.98,18.12,11.1,Quito,Pichincha,Sierra,2903.0
2020-07-09,11.4,17.8,5.4,0.0,0.0,3.85,23.25,14.9,Quito,Pichincha,Sierra,2903.0
2020-07-10,10.8,16.2,6.0,3.3,4.0,3.21,19.61,11.2,Quito,Pichincha,Sierra,2903.0
2020-07-11,10.6,16.0,5.8,1.2,5.0,2.81,17.06,12.3,Quito,Pichincha,Sierra,2903.0
2020-07-12,11.3,16.8,6.8,6.4,5.0,3.48,21.38,12.5,Quito,Pichincha,Sierra,2903.0
2020-07-13,11.3,17.3,6.4,0.0,0.0,3.72,22.54,13.3,Quito,Pichincha,Sierra,2903.0
2020-07-14,10.4,16.0,6.4,0.0,0.0,3.73,22.71,14.1,Quito,Pichincha,Sierra,2903.0
2020-07-15,10.3,16.5,5.7,0.0,0.0,3.57,21.39,10.5,Quito,Pichincha,Sierra,2903.0
2020-07-16,10.8,18.4,4.9,0.0,0.0,4.02,23.22,13.4,Quito,Pichincha,Sierra,2903.0
2020-07-17,11.2,17.7,5.1,0.0,0.0,3.57,19.53,14.4,Quito,Pichincha,Sierra,2903.0
2020-07-18,10.7,16.3,5.1,0.0,0.0,4.03,24.65,12.9,Quito,Pichincha,Sierra,2903.0
2020-07-19,11.3,16.2,6.2,0.0,0.0,3.59,21.61,12.2,Quito,Pichincha,Sierra,2903.0
2020-07-20,11.7,16.3,6.7,0.2,1.0,3.03,17.43,13.0,Quito,Pichincha,Sierra,2903.0
2020-07-21,11.5,18.0,6.1,0.1,1.0,3.74,22.59,15.3,Quito,Pichincha,Sierra,2903.0
2020-07-22,10.7,15.7,6.3,5.3,11.0,2.32,13.6,10.9,Quito,Pichincha,Sierra,2903.0
2020-07-23,11.7,17.2,8.1,17.7,16.0,3.21,19.55,12.3,Quito,Pichincha,Sierra,2903.0
2020-07-24,11.3,15.9,7.9,8.1,8.0,2.86,17.41,11.6,Quito,Pichincha,Sierra,2903.0
2020-07-25,11.8,18.5,6.7,2.6,5.0,3.65,21.82,11.5,Quito,Pichincha,Sierra,2903.0
2020-07-26,11.4,16.8,6.2,0.0,0.0,3.91,23.92,13.7,Quito,Pichincha,Sierra,2903.0
2020-07-27,11.3,17.4,6.0,0.0,0.0,3.59,21.15,16.2,Quito,Pichincha,Sierra,2903.0
2020-07-28,11.6,18.7,5.1,0.0,0.0,4.26,25.09,15.9,Quito,Pichincha,Sierra,2903.0
2020-07-29,11.5,17.1,6.0,0.0,0.0,3.23,18.89,14.6,Quito,Pichincha,Sierra,2903.0
2020-07-30,11.9,19.1,6.3,0.6,3.0,3.65,21.02,12.2,Quito,Pichincha,Sierra,2903.0
2020-07-31,11.5,17.9,7.3,0.3,1.0,3.94,22.55,14.4,Quito,Pichincha,Sierra,2903.0
2020-08-01,12.0,18.7,5.9,0.2,2.0,4.48,25.15,13.4,Quito,Pichincha,Sierra,2903.0
2020-08-02,12.2,20.4,5.5,0.0,0.0,4.98,27.42,15.4,Quito,Pichincha,Sierra,2903.0
2020-08-03,11.9,18.0,7.1,0.0,0.0,4.55,26.25,18.0,Quito,Pichincha,Sierra,2903.0
2020-08-04,11.2,18.4,5.6,0.0,0.0,4.63,26.88,19.1,Quito,Pichincha,Sierra,2903.0
2020-08-05,10.5,15.5,5.6,0.0,0.0,3.35,19.72,12.3,Quito,Pichincha,Sierra,2903.0
2020-08-06,12.0,18.7,6.8,0.0,0.0,3.72,20.22,18.4,Quito,Pichincha,Sierra,2903.0
2020-08-07,12.2,18.9,6.6,0.3,3.0,4.27,24.44,15.7,Quito,Pichincha,Sierra,2903.0
2020-08-08,13.0,19.3,7.8,1.0,6.0,4.32,24.74,15.9,Quito,Pichincha,Sierra,2903.0
2020-08-09,12.7,20.7,5.5,0.1,1.0,4.56,25.35,18.0,Quito,Pichincha,Sierra,2903.0
2020-08-10,13.2,20.8,5.5,0.0,0.0,4.82,27.08,18.6,Quito,Pichincha,Sierra,2903.0
2020-08-11,13.1,21.9,5.7,0.0,0.0,4.59,25.43,14.1,Quito,Pichincha,Sierra,2903.0
2020-08-12,13.6,22.1,6.5,0.0,0.0,4.55,25.28,17.0,Quito,Pichincha,Sierra,2903.0
2020-08-13,13.5,21.6,7.3,0.5,5.0,4.2,23.28,16.3,Quito,Pichincha,Sierra,2903.0
2020-08-14,12.6,18.6,9.9,5.3,5.0,2.88,16.15,12.3,Quito,Pichincha,Sierra,2903.0
2020-08-15,12.6,17.5,9.3,9.4,4.0,3.39,19.7,11.5,Quito,Pichincha,Sierra,2903.0
2020-08-16,12.7,20.2,6.3,0.0,0.0,4.45,25.55,17.1,Quito,Pichincha,Sierra,2903.0
2020-08-17,13.0,19.3,8.9,1.2,6.0,3.92,22.41,12.5,Quito,Pichincha,Sierra,2903.0
2020-08-18,12.1,17.1,9.5,13.9,16.0,2.69,15.52,10.5,Quito,Pichincha,Sierra,2903.0
2020-08-19,12.0,17.3,8.8,4.8,9.0,3.07,17.95,13.0,Quito,Pichincha,Sierra,2903.0
2020-08-20,12.4,18.1,8.5,1.7,5.0,3.46,20.06,12.1,Quito,Pichincha,Sierra,2903.0
2020-08-21,11.4,15.9,8.1,2.0,11.0,2.71,15.66,12.2,Quito,Pichincha,Sierra,2903.0
2020-08-22,12.4,19.2,8.0,0.9,2.0,3.97,22.2,12.5,Quito,Pichincha,Sierra,2903.0
2020-08-23,12.7,19.2,7.5,0.1,1.0,4.09,23.8,14.3,Quito,Pichincha,Sierra,2903.0
2020-08-24,13.0,20.1,8.5,0.1,1.0,4.27,24.31,13.0,Quito,Pichincha,Sierra,2903.0
2020-08-25,12.5,19.2,7.5,0.1,1.0,4.04,23.04,12.6,Quito,Pichincha,Sierra,2903.0
2020-08-26,12.7,20.2,6.2,0.0,0.0,4.65,26.67,15.2,Quito,Pichincha,Sierra,2903.0
2020-08-27,12.1,19.7,5.9,0.0,0.0,4.48,25.61,17.4,Quito,Pichincha,Sierra,2903.0
2020-08-28,11.9,17.9,7.7,2.2,9.0,3.6,21.07,14.7,Quito,Pichincha,Sierra,2903.0
2020-08-29,11.0,16.0,7.3,29.2,11.0,2.78,16.61,10.6,Quito,Pichincha,Sierra,2903.0
2020-08-30,11.5,17.6,8.3,2.8,5.0,3.35,19.78,11.9,Quito,Pichincha,Sierra,2903.0
2020-08-31,12.3,19.2,5.8,0.3,1.0,4.04,23.21,11.6,Quito,Pichincha,Sierra,2903.0
2020-09-01,11.2,17.7,6.0,1.3,6.0,3.28,18.98,10.7,Quito,Pichincha,Sierra,2903.0
2020-09-02,11.6,18.8,5.8,0.6,3.0,4.08,24.06,12.5,Quito,Pichincha,Sierra,2903.0
2020-09-03,12.0,19.8,5.7,0.0,0.0,4.36,25.13,13.0,Quito,Pichincha,Sierra,2903.0
2020-09-04,12.4,18.7,7.2,0.1,1.0,4.28,24.83,14.4,Quito,Pichincha,Sierra,2903.0
2020-09-05,12.2,17.7,7.1,0.0,0.0,4.2,24.36,14.4,Quito,Pichincha,Sierra,2903.0
2020-09-06,11.6,18.4,5.6,0.0,0.0,4.02,22.91,16.8,Quito,Pichincha,Sierra,2903.0
2020-09-07,11.9,17.5,6.8,5.4,10.0,3.57,21.04,11.9,Quito,Pichincha,Sierra,2903.0
2020-09-08,11.7,17.8,6.4,1.8,6.0,3.79,22.27,14.9,Quito,Pichincha,Sierra,2903.0
2020-09-09,11.7,19.7,5.1,0.1,1.0,4.28,24.6,15.9,Quito,Pichincha,Sierra,2903.0
2020-09-10,12.7,19.5,7.0,0.0,0.0,4.57,25.91,15.9,Quito,Pichincha,Sierra,2903.0
2020-09-11,12.3,20.0,5.7,0.1,1.0,4.38,24.66,15.5,Quito,Pichincha,Sierra,2903.0
2020-09-12,12.7,20.8,6.3,0.2,1.0,4.55,25.56,16.2,Quito,Pichincha,Sierra,2903.0
2020-09-13,12.5,19.6,5.6,0.0,0.0,4.8,26.19,18.3,Quito,Pichincha,Sierra,2903.0
2020-09-14,11.9,17.8,5.8,0.0,0.0,4.39,25.17,14.4,Quito,Pichincha,Sierra,2903.0
2020-09-15,11.4,16.8,5.5,0.0,0.0,3.27,18.21,14.7,Quito,Pichincha,Sierra,2903.0
2020-09-16,12.1,20.2,7.2,16.8,8.0,4.07,23.37,11.3,Quito,Pichincha,Sierra,2903.0
2020-09-17,12.3,18.7,8.5,16.0,11.0,3.65,21.02,11.6,Quito,Pichincha,Sierra,2903.0
2020-09-18,12.2,17.7,8.7,17.3,16.0,3.23,18.73,11.8,Quito,Pichincha,Sierra,2903.0
2020-09-19,12.6,17.8,7.7,0.6,3.0,3.3,18.81,13.0,Quito,Pichincha,Sierra,2903.0
2020-09-20,12.8,19.7,7.0,0.3,3.0,4.4,25.29,13.0,Quito,Pichincha,Sierra,2903.0
2020-09-21,12.5,19.6,6.2,0.1,1.0,4.36,25.21,17.3,Quito,Pichincha,Sierra,2903.0
2020-09-22,12.8,20.6,5.6,0.0,0.0,4.78,27.2,18.7,Quito,Pichincha,Sierra,2903.0
2020-09-23,11.0,14.5,6.7,4.0,10.0,2.47,14.49,12.7,Quito,Pichincha,Sierra,2903.0
2020-09-24,11.3,17.0,7.2,1.9,8.0,3.39,19.4,11.9,Quito,Pichincha,Sierra,2903.0
2020-09-25,12.0,18.2,7.3,0.0,0.0,4.57,26.41,17.9,Quito,Pichincha,Sierra,2903.0
2020-09-26,11.7,18.6,5.6,2.9,6.0,3.97,23.1,14.6,Quito,Pichincha,Sierra,2903.0
2020-09-27,12.1,19.6,6.8,7.3,9.0,4.0,23.15,12.4,Quito,Pichincha,Sierra,2903.0
2020-09-28,12.7,19.7,7.6,1.6,3.0,4.27,24.23,13.8,Quito,Pichincha,Sierra,2903.0
2020-09-29,12.0,19.3,6.8,0.3,3.0,4.0,23.08,13.6,Quito,Pichincha,Sierra,2903.0
2020-09-30,12.1,18.6,7.8,3.2,3.0,3.92,22.69,15.5,Quito,Pichincha,Sierra,2903.0
2020-10-01,12.2,19.4,6.8,0.0,0.0,4.16,23.72,16.2,Quito,Pichincha,Sierra,2903.0
2020-10-02,11.9,20.0,5.0,0.0,0.0,4.5,25.85,18.4,Quito,Pichincha,Sierra,2903.0
2020-10-03,11.6,18.0,5.6,1.4,9.0,3.68,21.48,15.5,Quito,Pichincha,Sierra,2903.0
2020-10-04,11.6,16.9,8.2,4.3,7.0,3.29,19.38,10.1,Quito,Pichincha,Sierra,2903.0
2020-10-05,11.7,18.7,5.3,0.0,0.0,4.76,27.43,15.9,Quito,Pichincha,Sierra,2903.0
2020-10-06,12.0,20.0,5.4,0.3,2.0,4.53,25.39,15.9,Quito,Pichincha,Sierra,2903.0
2020-10-07,12.0,19.9,5.4,0.4,3.0,4.69,27.24,15.5,Quito,Pichincha,Sierra,2903.0
2020-10-08,12.2,18.5,6.9,0.0,0.0,3.88,20.94,15.5,Quito,Pichincha,Sierra,2903.0
2020-10-09,12.5,20.1,6.8,1.3,2.0,4.69,25.83,18.2,Quito,Pichincha,Sierra,2903.0
2020-10-10,11.9,20.0,5.3,0.0,0.0,5.31,29.28,19.1,Quito,Pichincha,Sierra,2903.0
2020-10-11,12.1,20.5,4.9,0.0,0.0,4.96,27.32,22.0,Quito,Pichincha,Sierra,2903.0
2020-10-12,12.6,20.8,5.9,0.0,0.0,4.92,26.94,21.3,Quito,Pichincha,Sierra,2903.0
2020-10-13,12.0,20.4,4.9,0.0,0.0,4.44,24.51,18.8,Quito,Pichincha,Sierra,2903.0
2020-10-14,12.8,20.7,7.1,0.5,4.0,4.18,23.13,16.9,Quito,Pichincha,Sierra,2903.0
2020-10-15,12.7,19.1,7.2,0.4,2.0,3.69,20.34,11.8,Quito,Pichincha,Sierra,2903.0
2020-10-16,12.9,19.6,8.0,0.3,3.0,4.05,22.39,15.4,Quito,Pichincha,Sierra,2903.0
2020-10-17,13.0,21.1,6.6,0.2,2.0,4.55,25.24,15.2,Quito,Pichincha,Sierra,2903.0
2020-10-18,12.7,20.3,7.2,4.7,8.0,3.94,22.37,13.3,Quito,Pichincha,Sierra,2903.0
2020-10-19,12.3,18.9,7.5,16.8,10.0,3.37,19.12,12.0,Quito,Pichincha,Sierra,2903.0
2020-10-20,12.2,18.4,7.9,8.1,6.0,3.53,20.62,11.3,Quito,Pichincha,Sierra,2903.0
2020-10-21,12.2,17.9,6.6,0.8,3.0,3.7,20.75,12.6,Quito,Pichincha,Sierra,2903.0
2020-10-22,12.6,19.2,7.5,0.8,4.0,4.18,23.61,16.9,Quito,Pichincha,Sierra,2903.0
2020-10-23,11.9,19.3,5.8,0.5,3.0,3.97,22.77,15.3,Quito,Pichincha,Sierra,2903.0
2020-10-24,12.0,18.0,8.5,34.5,10.0,3.34,19.55,10.8,Quito,Pichincha,Sierra,2903.0
2020-10-25,12.0,18.1,7.1,13.8,8.0,3.77,22.55,12.6,Quito,Pichincha,Sierra,2903.0
2020-10-26,13.0,19.0,9.0,1.9,4.0,4.08,23.66,12.4,Quito,Pichincha,Sierra,2903.0
2020-10-27,13.2,19.1,10.4,3.9,15.0,3.65,20.67,13.0,Quito,Pichincha,Sierra,2903.0
2020-10-28,12.2,17.5,10.2,24.3,19.0,2.76,16.2,8.4,Quito,Pichincha,Sierra,2903.0
2020-10-29,12.8,18.6,9.0,9.9,17.0,3.8,21.59,6.5,Quito,Pichincha,Sierra,2903.0
2020-10-30,12.0,16.7,9.3,12.0,21.0,2.95,17.65,10.0,Quito,Pichincha,Sierra,2903.0
2020-10-31,12.1,17.2,8.9,11.3,20.0,3.31,19.32,9.0,Quito,Pichincha,Sierra,2903.0
2020-11-01,12.2,17.9,8.4,2.6,15.0,3.9,22.76,9.8,Quito,Pichincha,Sierra,2903.0
2020-11-02,12.0,18.3,6.8,1.8,9.0,4.39,25.88,8.5,Quito,Pichincha,Sierra,2903.0
2020-11-03,11.5,19.4,4.7,0.2,2.0,4.95,28.76,10.4,Quito,Pichincha,Sierra,2903.0
2020-11-04,12.0,20.7,4.8,0.1,1.0,5.08,28.71,10.9,Quito,Pichincha,Sierra,2903.0
2020-11-05,12.1,19.4,6.4,0.8,5.0,4.46,25.21,10.9,Quito,Pichincha,Sierra,2903.0
2020-11-06,12.4,19.6,7.5,0.3,3.0,4.27,24.33,10.5,Quito,Pichincha,Sierra,2903.0
2020-11-07,12.9,20.0,7.7,0.8,3.0,3.96,22.21,11.3,Quito,Pichincha,Sierra,2903.0
2020-11-08,12.9,21.0,6.9,0.3,3.0,4.5,24.83,14.8,Quito,Pichincha,Sierra,2903.0
2020-11-09,12.5,19.9,6.5,6.0,8.0,4.34,24.65,10.9,Quito,Pichincha,Sierra,2903.0
2020-11-10,12.3,18.9,7.3,15.4,9.0,3.9,22.78,12.1,Quito,Pichincha,Sierra,2903.0
2020-11-11,12.0,17.5,8.5,12.4,11.0,3.56,20.91,10.6,Quito,Pichincha,Sierra,2903.0
2020-11-12,12.0,17.3,8.1,7.8,13.0,3.05,17.54,11.5,Quito,Pichincha,Sierra,2903.0
2020-11-13,12.0,18.0,8.3,16.9,13.0,3.43,19.92,9.3,Quito,Pichincha,Sierra,2903.0
2020-11-14,11.6,16.6,9.1,32.6,20.0,2.79,16.37,8.7,Quito,Pichincha,Sierra,2903.0
2020-11-15,11.5,16.1,9.1,26.7,18.0,2.31,13.26,11.8,Quito,Pichincha,Sierra,2903.0
2020-11-16,11.0,14.1,9.3,6.4,22.0,1.87,10.98,9.2,Quito,Pichincha,Sierra,2903.0
2020-11-17,11.9,16.2,9.7,28.7,20.0,2.61,15.53,10.8,Quito,Pichincha,Sierra,2903.0
2020-11-18,11.9,16.5,9.4,11.7,17.0,2.81,16.44,10.7,Quito,Pichincha,Sierra,2903.0
2020-11-19,11.8,16.7,8.8,1.5,7.0,2.81,16.53,11.7,Quito,Pichincha,Sierra,2903.0
2020-11-20,11.3,15.0,9.4,49.3,19.0,2.36,14.35,13.0,Quito,Pichincha,Sierra,2903.0
2020-11-21,11.8,17.2,8.2,11.2,8.0,3.0,17.17,10.0,Quito,Pichincha,Sierra,2903.0
2020-11-22,11.8,17.1,7.7,9.2,6.0,3.39,20.28,12.0,Quito,Pichincha,Sierra,2903.0
2020-11-23,11.2,14.1,8.5,1.4,6.0,1.85,10.54,6.0,Quito,Pichincha,Sierra,2903.0
2020-11-24,11.1,17.2,5.7,14.1,7.0,3.39,20.34,10.2,Quito,Pichincha,Sierra,2903.0
2020-11-25,11.7,18.0,6.4,12.9,9.0,3.47,20.4,10.7,Quito,Pichincha,Sierra,2903.0
2020-11-26,12.3,18.0,8.9,27.6,12.0,3.44,20.13,10.8,Quito,Pichincha,Sierra,2903.0
2020-11-27,10.8,13.2,9.4,57.8,24.0,1.39,7.83,8.2,Quito,Pichincha,Sierra,2903.0
2020-11-28,11.5,17.4,7.7,20.1,14.0,3.26,19.52,9.5,Quito,Pichincha,Sierra,2903.0
2020-11-29,12.4,17.7,7.9,1.3,5.0,3.79,22.8,11.8,Quito,Pichincha,Sierra,2903.0
2020-11-30,12.2,17.9,7.9,1.5,8.0,3.67,22.05,12.4,Quito,Pichincha,Sierra,2903.0
2020-12-01,11.9,16.8,8.2,21.0,10.0,3.27,20.09,10.9,Quito,Pichincha,Sierra,2903.0
2020-12-02,11.2,15.1,9.1,9.3,18.0,2.27,13.52,10.2,Quito,Pichincha,Sierra,2903.0
2020-12-03,11.4,16.8,7.6,14.5,9.0,2.89,17.56,10.4,Quito,Pichincha,Sierra,2903.0
2020-12-04,11.8,16.7,7.4,12.4,6.0,3.35,20.4,11.5,Quito,Pichincha,Sierra,2903.0
2020-12-05,12.2,17.0,8.6,0.4,4.0,3.52,21.06,11.9,Quito,Pichincha,Sierra,2903.0
2020-12-06,11.9,17.5,7.3,0.7,5.0,3.31,19.27,11.3,Quito,Pichincha,Sierra,2903.0
2020-12-07,11.7,17.7,6.6,2.8,6.0,3.81,22.8,12.0,Quito,Pichincha,Sierra,2903.0
2020-12-08,11.2,16.0,7.6,18.0,8.0,2.66,16.23,11.8,Quito,Pichincha,Sierra,2903.0
2020-12-09,11.4,16.5,6.9,11.0,10.0,2.79,16.68,12.0,Quito,Pichincha,Sierra,2903.0
2020-12-10,11.5,16.5,8.2,22.0,12.0,3.09,19.14,11.8,Quito,Pichincha,Sierra,2903.0
2020-12-11,11.5,17.2,7.6,10.9,9.0,3.25,19.66,11.8,Quito,Pichincha,Sierra,2903.0
2020-12-12,11.4,16.7,6.3,10.7,10.0,2.96,18.02,10.9,Quito,Pichincha,Sierra,2903.0
2020-12-13,11.6,15.9,8.6,5.4,9.0,2.74,16.33,10.8,Quito,Pichincha,Sierra,2903.0
2020-12-14,11.3,17.0,5.8,4.9,9.0,3.13,19.16,11.3,Quito,Pichincha,Sierra,2903.0
2020-12-15,11.6,16.2,8.4,17.6,7.0,3.34,20.74,12.0,Quito,Pichincha,Sierra,2903.0
2020-12-16,11.5,17.1,7.5,11.3,9.0,3.57,21.74,10.1,Quito,Pichincha,Sierra,2903.0
2020-12-17,11.5,15.9,8.1,7.7,10.0,2.84,17.11,11.3,Quito,Pichincha,Sierra,2903.0
