fecha,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_hours,et0_fao_evapotranspiration,shortwave_radiation_sum,wind_speed_10m_max,ciudad,provincia,region,elevacion_m
1995-01-01,12.1,14.3,10.6,12.7,22.0,2.22,13.39,8.1,Quito,Pichincha,Sierra,2903.0
1995-01-02,12.1,15.9,9.4,6.7,13.0,2.82,16.76,8.4,Quito,Pichincha,Sierra,2903.0
1995-01-03,11.8,14.7,10.0,12.1,24.0,2.17,12.82,8.4,Quito,Pichincha,Sierra,2903.0
1995-01-04,11.3,15.4,8.6,3.2,12.0,3.09,19.09,9.2,Quito,Pichincha,Sierra,2903.0
1995-01-05,10.8,14.0,7.9,11.3,13.0,2.06,12.46,8.5,Quito,Pichincha,Sierra,2903.0
1995-01-06,11.3,14.8,9.1,9.3,13.0,2.84,18.1,9.8,Quito,Pichincha,Sierra,2903.0
1995-01-07,10.8,15.4,6.7,5.7,11.0,3.45,21.08,9.0,Quito,Pichincha,Sierra,2903.0
1995-01-08,11.0,15.0,8.3,12.4,19.0,2.42,15.28,8.6,Quito,Pichincha,Sierra,2903.0
1995-01-09,10.6,14.3,6.7,4.5,9.0,3.02,19.59,9.4,Quito,Pichincha,Sierra,2903.0
1995-01-10,10.3,14.0,6.8,4.0,6.0,2.89,18.59,9.6,Quito,Pichincha,Sierra,2903.0
1995-01-11,10.8,15.4,7.0,0.7,4.0,3.48,22.04,10.6,Quito,Pichincha,Sierra,2903.0
1995-01-12,10.8,14.9,6.2,1.1,8.0,3.35,21.46,10.6,Quito,Pichincha,Sierra,2903.0
1995-01-13,11.2,14.2,9.6,3.8,13.0,2.23,13.81,9.2,Quito,Pichincha,Sierra,2903.0
1995-01-14,11.8,16.2,7.5,2.3,10.0,3.5,20.58,8.4,Quito,Pichincha,Sierra,2903.0
1995-01-15,12.2,16.2,10.0,2.3,9.0,3.26,19.2,9.1,Quito,Pichincha,Sierra,2903.0
1995-01-16,11.7,15.7,8.8,7.8,7.0,3.04,18.06,7.4,Quito,Pichincha,Sierra,2903.0
1995-01-17,12.3,16.7,9.7,1.6,5.0,2.87,15.73,5.8,Quito,Pichincha,Sierra,2903.0
1995-01-18,12.0,16.2,8.8,1.9,7.0,2.97,16.7,7.9,Quito,Pichincha,Sierra,2903.0
1995-01-19,11.8,16.1,8.4,3.8,6.0,3.24,18.82,7.6,Quito,Pichincha,Sierra,2903.0
1995-01-20,12.1,16.9,9.4,4.3,9.0,3.21,18.07,6.8,Quito,Pichincha,Sierra,2903.0
1995-01-21,12.0,16.5,7.9,2.9,9.0,3.19,17.83,8.5,Quito,Pichincha,Sierra,2903.0
1995-01-22,12.0,16.5,8.9,2.5,6.0,2.8,15.4,7.6,Quito,Pichincha,Sierra,2903.0
1995-01-23,12.0,16.6,8.8,2.4,9.0,3.46,19.55,8.1,Quito,Pichincha,Sierra,2903.0
1995-01-24,12.1,15.8,10.1,2.8,7.0,2.68,14.85,6.1,Quito,Pichincha,Sierra,2903.0
1995-01-25,12.2,17.1,8.7,2.1,7.0,3.01,16.86,7.4,Quito,Pichincha,Sierra,2903.0
1995-01-26,12.1,16.9,9.3,4.9,8.0,2.73,15.36,6.4,Quito,Pichincha,Sierra,2903.0
1995-01-27,12.2,15.6,10.3,9.6,9.0,3.01,17.61,6.7,Quito,Pichincha,Sierra,2903.0
1995-01-28,12.2,14.8,10.8,5.7,13.0,2.34,13.08,7.2,Quito,Pichincha,Sierra,2903.0
1995-01-29,12.0,15.1,9.9,6.8,20.0,2.36,13.43,6.4,Quito,Pichincha,Sierra,2903.0
1995-01-30,12.0,14.7,10.2,14.8,20.0,2.24,12.95,6.9,Quito,Pichincha,Sierra,2903.0
1995-01-31,11.1,15.0,7.5,13.5,13.0,2.87,17.39,8.4,Quito,Pichincha,Sierra,2903.0
1995-02-01,11.4,13.9,9.3,15.7,20.0,2.35,14.25,8.7,Quito,Pichincha,Sierra,2903.0
1995-02-02,11.3,15.0,8.0,5.8,10.0,2.97,18.44,9.2,Quito,Pichincha,Sierra,2903.0
1995-02-03,11.5,16.1,8.5,4.1,10.0,3.32,20.01,8.9,Quito,Pichincha,Sierra,2903.0
1995-02-04,11.5,13.9,10.0,10.7,19.0,1.98,11.78,8.0,Quito,Pichincha,Sierra,2903.0
1995-02-05,11.7,15.0,10.0,11.7,11.0,2.34,13.93,8.1,Quito,Pichincha,Sierra,2903.0
1995-02-06,11.9,15.2,9.8,2.3,7.0,2.32,13.4,7.1,Quito,Pichincha,Sierra,2903.0
1995-02-07,12.5,16.8,9.7,2.2,7.0,3.23,18.95,8.9,Quito,Pichincha,Sierra,2903.0
1995-02-08,12.3,18.3,7.9,3.6,9.0,4.28,24.81,9.4,Quito,Pichincha,Sierra,2903.0
1995-02-09,11.7,16.6,6.8,3.7,9.0,4.18,25.65,9.4,Quito,Pichincha,Sierra,2903.0
1995-02-10,11.7,16.7,7.5,3.6,11.0,3.55,20.92,8.8,Quito,Pichincha,Sierra,2903.0
1995-02-11,12.3,18.3,6.4,1.5,7.0,4.16,23.71,9.0,Quito,Pichincha,Sierra,2903.0
1995-02-12,11.6,17.0,6.8,1.6,6.0,3.47,19.98,8.7,Quito,Pichincha,Sierra,2903.0
1995-02-13,11.8,17.2,7.9,4.0,11.0,3.53,20.43,7.2,Quito,Pichincha,Sierra,2903.0
1995-02-14,12.6,18.4,7.5,0.8,5.0,4.12,23.29,8.2,Quito,Pichincha,Sierra,2903.0
1995-02-15,12.3,18.7,6.8,0.9,5.0,4.45,25.05,9.8,Quito,Pichincha,Sierra,2903.0
1995-02-16,11.3,16.4,7.3,1.8,10.0,3.29,19.03,10.0,Quito,Pichincha,Sierra,2903.0
1995-02-17,11.0,15.2,5.9,4.1,11.0,3.85,24.15,9.7,Quito,Pichincha,Sierra,2903.0
1995-02-18,11.4,16.3,7.5,2.6,11.0,4.17,25.7,10.1,Quito,Pichincha,Sierra,2903.0
1995-02-19,11.7,16.2,8.5,6.6,9.0,3.24,19.78,10.7,Quito,Pichincha,Sierra,2903.0
1995-02-20,11.2,14.0,9.7,14.0,13.0,2.47,15.76,10.2,Quito,Pichincha,Sierra,2903.0
1995-02-21,10.6,13.2,9.2,13.3,21.0,1.85,11.5,8.7,Quito,Pichincha,Sierra,2903.0
1995-02-22,10.6,15.0,6.6,1.1,5.0,3.29,20.89,10.7,Quito,Pichincha,Sierra,2903.0
1995-02-23,11.6,16.3,7.9,0.0,0.0,3.74,22.89,10.6,Quito,Pichincha,Sierra,2903.0
1995-02-24,11.6,14.5,10.0,4.5,9.0,2.98,18.57,11.3,Quito,Pichincha,Sierra,2903.0
1995-02-25,11.0,13.2,9.9,17.2,23.0,1.79,11.01,8.7,Quito,Pichincha,Sierra,2903.0
1995-02-26,11.0,14.7,8.2,9.0,12.0,2.51,15.22,8.9,Quito,Pichincha,Sierra,2903.0
1995-02-27,11.5,15.8,8.5,2.9,9.0,2.76,16.53,8.2,Quito,Pichincha,Sierra,2903.0
1995-02-28,12.0,15.9,10.5,2.9,8.0,2.84,17.16,9.0,Quito,Pichincha,Sierra,2903.0
1995-03-01,12.7,17.2,10.8,2.3,9.0,3.07,17.28,7.9,Quito,Pichincha,Sierra,2903.0
1995-03-02,13.1,17.7,10.8,0.7,5.0,3.3,18.22,6.2,Quito,Pichincha,Sierra,2903.0
1995-03-03,13.1,17.5,10.5,2.4,9.0,3.12,17.07,6.4,Quito,Pichincha,Sierra,2903.0
1995-03-04,12.7,15.8,11.2,6.8,11.0,2.81,16.03,6.9,Quito,Pichincha,Sierra,2903.0
1995-03-05,12.9,16.4,10.7,2.2,11.0,2.75,15.04,5.4,Quito,Pichincha,Sierra,2903.0
1995-03-06,12.6,15.8,10.9,3.9,9.0,2.64,15.39,8.4,Quito,Pichincha,Sierra,2903.0
1995-03-07,12.1,15.7,10.8,10.6,17.0,2.2,13.13,8.7,Quito,Pichincha,Sierra,2903.0
1995-03-08,12.3,16.2,10.3,15.2,18.0,2.73,16.26,8.8,Quito,Pichincha,Sierra,2903.0
1995-03-09,11.7,14.4,10.4,27.6,19.0,2.09,12.82,11.1,Quito,Pichincha,Sierra,2903.0
1995-03-10,12.0,15.4,9.6,14.8,19.0,2.77,16.52,9.0,Quito,Pichincha,Sierra,2903.0
1995-03-11,11.0,11.9,10.2,23.7,19.0,1.25,6.93,6.9,Quito,Pichincha,Sierra,2903.0
1995-03-12,10.8,14.6,7.6,4.8,8.0,2.94,18.75,9.9,Quito,Pichincha,Sierra,2903.0
1995-03-13,10.5,14.4,7.0,1.1,5.0,3.31,20.82,9.7,Quito,Pichincha,Sierra,2903.0
1995-03-14,10.5,14.8,6.9,1.0,4.0,3.56,22.55,10.5,Quito,Pichincha,Sierra,2903.0
1995-03-15,9.6,14.0,4.1,0.0,0.0,3.63,23.41,10.6,Quito,Pichincha,Sierra,2903.0
1995-03-16,10.2,15.4,5.1,0.7,5.0,3.51,21.76,10.1,Quito,Pichincha,Sierra,2903.0
1995-03-17,11.3,15.1,7.6,1.8,10.0,2.67,15.27,7.1,Quito,Pichincha,Sierra,2903.0
1995-03-18,11.7,16.0,10.0,11.1,12.0,2.62,15.59,7.5,Quito,Pichincha,Sierra,2903.0
1995-03-19,11.5,15.0,8.3,9.3,8.0,2.97,18.1,9.5,Quito,Pichincha,Sierra,2903.0
1995-03-20,11.9,16.2,10.0,12.1,14.0,2.85,17.58,9.5,Quito,Pichincha,Sierra,2903.0
1995-03-21,10.7,13.8,9.1,13.6,20.0,1.73,10.33,8.4,Quito,Pichincha,Sierra,2903.0
1995-03-22,11.2,15.2,8.6,13.3,21.0,2.9,17.95,9.0,Quito,Pichincha,Sierra,2903.0
1995-03-23,10.6,14.5,7.7,3.2,11.0,2.89,17.93,9.9,Quito,Pichincha,Sierra,2903.0
1995-03-24,11.2,15.2,8.8,2.5,7.0,2.67,15.93,8.7,Quito,Pichincha,Sierra,2903.0
1995-03-25,11.8,15.5,9.5,2.0,10.0,2.57,14.33,7.6,Quito,Pichincha,Sierra,2903.0
1995-03-26,12.1,16.8,9.3,3.3,11.0,3.11,17.72,7.4,Quito,Pichincha,Sierra,2903.0
1995-03-27,11.9,16.1,9.8,3.3,10.0,2.71,15.42,6.7,Quito,Pichincha,Sierra,2903.0
1995-03-28,11.6,14.7,9.9,12.1,20.0,2.24,12.94,6.7,Quito,Pichincha,Sierra,2903.0
1995-03-29,12.1,16.3,9.9,8.5,12.0,2.82,16.46,7.9,Quito,Pichincha,Sierra,2903.0
1995-03-30,12.5,17.3,9.7,2.1,7.0,3.0,16.92,7.7,Quito,Pichincha,Sierra,2903.0
1995-03-31,12.2,16.9,9.4,4.4,11.0,2.84,16.08,7.9,Quito,Pichincha,Sierra,2903.0
1995-04-01,11.9,14.2,10.6,22.2,23.0,1.91,11.47,9.8,Quito,Pichincha,Sierra,2903.0
1995-04-02,12.0,15.8,9.8,36.4,23.0,2.58,15.27,6.5,Quito,Pichincha,Sierra,2903.0
1995-04-03,12.7,17.4,9.2,2.0,8.0,3.24,17.9,8.9,Quito,Pichincha,Sierra,2903.0
1995-04-04,13.3,17.0,11.3,2.8,14.0,2.54,13.33,5.8,Quito,Pichincha,Sierra,2903.0
1995-04-05,13.2,16.3,11.6,3.1,17.0,2.39,12.65,5.4,Quito,Pichincha,Sierra,2903.0
1995-04-06,12.6,14.8,11.3,19.3,23.0,1.91,10.63,5.9,Quito,Pichincha,Sierra,2903.0
1995-04-07,12.3,15.7,10.7,16.3,17.0,2.12,11.98,7.2,Quito,Pichincha,Sierra,2903.0
1995-04-08,12.0,16.0,10.6,20.0,20.0,1.99,11.89,9.9,Quito,Pichincha,Sierra,2903.0
1995-04-09,11.8,15.0,9.7,11.5,15.0,2.24,13.31,8.7,Quito,Pichincha,Sierra,2903.0
1995-04-10,12.5,15.8,10.3,12.2,14.0,2.65,15.36,7.5,Quito,Pichincha,Sierra,2903.0
1995-04-11,12.2,15.1,10.7,8.1,9.0,2.22,12.56,7.1,Quito,Pichincha,Sierra,2903.0
1995-04-12,12.3,16.3,10.9,14.8,20.0,2.36,13.32,6.9,Quito,Pichincha,Sierra,2903.0
1995-04-13,11.6,14.5,10.0,11.4,21.0,2.19,13.18,8.2,Quito,Pichincha,Sierra,2903.0
1995-04-14,10.6,11.8,9.7,22.2,24.0,1.17,6.6,6.4,Quito,Pichincha,Sierra,2903.0
1995-04-15,11.9,17.2,7.4,7.8,15.0,3.38,20.26,8.4,Quito,Pichincha,Sierra,2903.0
1995-04-16,12.7,16.7,10.9,18.7,18.0,2.23,12.44,6.8,Quito,Pichincha,Sierra,2903.0
1995-04-17,11.8,14.1,10.5,12.8,19.0,1.68,9.61,8.2,Quito,Pichincha,Sierra,2903.0
1995-04-18,11.6,15.8,9.4,9.9,11.0,2.46,14.9,9.6,Quito,Pichincha,Sierra,2903.0
1995-04-19,11.4,15.9,7.7,1.3,5.0,3.37,20.51,9.2,Quito,Pichincha,Sierra,2903.0
1995-04-20,11.4,15.9,8.2,1.2,7.0,2.98,17.82,10.3,Quito,Pichincha,Sierra,2903.0
1995-04-21,11.6,13.7,9.8,6.6,12.0,1.87,10.68,7.7,Quito,Pichincha,Sierra,2903.0
1995-04-22,12.0,15.6,9.7,8.5,13.0,2.4,14.05,8.0,Quito,Pichincha,Sierra,2903.0
1995-04-23,12.4,16.5,9.1,5.9,13.0,2.5,13.85,6.0,Quito,Pichincha,Sierra,2903.0
1995-04-24,12.9,16.3,10.6,10.6,17.0,2.88,16.33,7.0,Quito,Pichincha,Sierra,2903.0
1995-04-25,12.2,16.4,9.1,4.4,8.0,3.0,16.55,8.2,Quito,Pichincha,Sierra,2903.0
1995-04-26,12.4,16.4,10.6,3.0,8.0,2.6,14.62,6.9,Quito,Pichincha,Sierra,2903.0
1995-04-27,12.5,16.3,9.9,4.0,8.0,2.87,16.24,5.6,Quito,Pichincha,Sierra,2903.0
1995-04-28,12.0,16.6,8.8,10.1,16.0,2.74,16.03,7.4,Quito,Pichincha,Sierra,2903.0
1995-04-29,12.3,14.9,10.8,16.2,17.0,2.12,12.08,7.0,Quito,Pichincha,Sierra,2903.0
1995-04-30,12.2,15.9,10.1,13.2,13.0,2.69,15.57,6.9,Quito,Pichincha,Sierra,2903.0
1995-05-01,11.8,15.1,8.9,9.8,11.0,2.59,15.4,7.2,Quito,Pichincha,Sierra,2903.0
1995-05-02,11.5,15.2,9.4,8.5,15.0,1.99,11.15,6.3,Quito,Pichincha,Sierra,2903.0
1995-05-03,12.2,16.6,8.7,3.9,8.0,3.15,18.06,7.9,Quito,Pichincha,Sierra,2903.0
1995-05-04,12.2,16.4,9.4,9.7,9.0,3.07,17.63,7.8,Quito,Pichincha,Sierra,2903.0
1995-05-05,11.3,15.4,6.6,14.2,13.0,2.74,16.73,8.5,Quito,Pichincha,Sierra,2903.0
1995-05-06,11.5,14.6,9.7,14.8,18.0,2.12,13.17,9.2,Quito,Pichincha,Sierra,2903.0
1995-05-07,11.4,14.0,9.5,5.6,12.0,2.05,12.24,8.9,Quito,Pichincha,Sierra,2903.0
1995-05-08,11.2,15.5,6.6,12.1,12.0,2.74,16.65,8.7,Quito,Pichincha,Sierra,2903.0
1995-05-09,12.8,16.0,11.5,9.5,10.0,2.36,13.29,7.0,Quito,Pichincha,Sierra,2903.0
1995-05-10,13.1,15.7,11.3,2.6,10.0,2.43,13.47,5.1,Quito,Pichincha,Sierra,2903.0
1995-05-11,13.2,17.2,10.6,2.5,10.0,2.82,15.51,5.8,Quito,Pichincha,Sierra,2903.0
1995-05-12,12.4,15.6,9.9,4.7,10.0,2.65,15.06,6.9,Quito,Pichincha,Sierra,2903.0
1995-05-13,12.8,16.4,10.7,1.9,8.0,2.73,14.95,5.6,Quito,Pichincha,Sierra,2903.0
1995-05-14,12.2,15.8,10.0,4.0,9.0,2.74,15.65,5.5,Quito,Pichincha,Sierra,2903.0
1995-05-15,12.0,16.2,8.3,3.2,8.0,3.02,17.39,7.4,Quito,Pichincha,Sierra,2903.0
1995-05-16,11.1,14.9,8.3,10.5,11.0,2.36,14.05,7.3,Quito,Pichincha,Sierra,2903.0
1995-05-17,11.5,15.8,7.6,2.0,7.0,2.82,16.38,6.2,Quito,Pichincha,Sierra,2903.0
1995-05-18,11.7,16.0,9.0,2.8,7.0,2.66,15.25,6.9,Quito,Pichincha,Sierra,2903.0
1995-05-19,11.5,14.8,7.9,5.3,14.0,2.54,14.65,7.2,Quito,Pichincha,Sierra,2903.0
1995-05-20,11.6,15.4,9.0,11.7,11.0,2.85,17.51,7.5,Quito,Pichincha,Sierra,2903.0
1995-05-21,12.1,16.4,9.8,9.0,10.0,2.75,16.22,6.2,Quito,Pichincha,Sierra,2903.0
1995-05-22,11.5,14.6,9.0,5.9,14.0,2.35,13.49,6.7,Quito,Pichincha,Sierra,2903.0
1995-05-23,11.1,14.7,8.7,15.0,14.0,2.59,16.01,8.4,Quito,Pichincha,Sierra,2903.0
1995-05-24,11.2,15.8,8.7,10.1,12.0,2.73,16.67,8.0,Quito,Pichincha,Sierra,2903.0
1995-05-25,11.5,15.3,8.6,17.9,15.0,2.79,16.84,7.1,Quito,Pichincha,Sierra,2903.0
1995-05-26,11.6,15.3,8.8,9.8,6.0,2.81,16.41,7.3,Quito,Pichincha,Sierra,2903.0
1995-05-27,12.1,15.9,10.3,5.4,10.0,2.81,16.5,7.1,Quito,Pichincha,Sierra,2903.0
1995-05-28,11.9,16.1,9.5,9.8,9.0,3.03,18.28,7.9,Quito,Pichincha,Sierra,2903.0
1995-05-29,12.3,16.2,8.6,3.0,5.0,3.16,18.41,6.3,Quito,Pichincha,Sierra,2903.0
1995-05-30,12.5,17.6,9.7,10.3,8.0,3.07,16.92,7.9,Quito,Pichincha,Sierra,2903.0
1995-05-31,12.3,17.6,8.9,1.8,6.0,2.93,16.35,6.8,Quito,Pichincha,Sierra,2903.0
1995-06-01,11.9,15.8,8.9,15.8,9.0,2.65,15.82,8.3,Quito,Pichincha,Sierra,2903.0
1995-06-02,11.2,15.1,8.5,17.3,11.0,2.5,14.96,7.3,Quito,Pichincha,Sierra,2903.0
1995-06-03,11.8,16.0,9.5,2.9,7.0,2.6,14.99,6.6,Quito,Pichincha,Sierra,2903.0
1995-06-04,12.2,15.9,9.3,4.0,11.0,2.55,14.34,5.6,Quito,Pichincha,Sierra,2903.0
1995-06-05,11.4,14.7,9.2,6.7,8.0,2.33,13.43,7.6,Quito,Pichincha,Sierra,2903.0
1995-06-06,11.0,16.0,8.0,13.1,9.0,2.53,15.03,7.7,Quito,Pichincha,Sierra,2903.0
1995-06-07,11.2,15.8,8.4,7.6,8.0,2.64,16.1,9.2,Quito,Pichincha,Sierra,2903.0
1995-06-08,11.6,16.5,7.1,16.8,12.0,2.55,14.97,8.0,Quito,Pichincha,Sierra,2903.0
1995-06-09,12.7,17.7,7.5,7.6,10.0,3.33,19.38,8.9,Quito,Pichincha,Sierra,2903.0
1995-06-10,14.0,18.4,11.8,3.1,11.0,2.88,15.47,6.1,Quito,Pichincha,Sierra,2903.0
1995-06-11,13.1,16.9,10.3,0.3,3.0,2.35,12.63,7.3,Quito,Pichincha,Sierra,2903.0
1995-06-12,12.4,14.9,9.9,3.5,14.0,2.17,12.0,7.5,Quito,Pichincha,Sierra,2903.0
1995-06-13,11.7,15.9,9.3,4.3,8.0,2.52,14.19,6.6,Quito,Pichincha,Sierra,2903.0
1995-06-14,11.7,15.9,8.6,4.4,9.0,2.54,14.12,7.9,Quito,Pichincha,Sierra,2903.0
1995-06-15,11.0,15.2,7.8,8.9,12.0,2.76,16.8,8.7,Quito,Pichincha,Sierra,2903.0
1995-06-16,11.4,15.1,8.0,18.8,23.0,2.42,14.56,7.7,Quito,Pichincha,Sierra,2903.0
1995-06-17,12.2,15.4,11.0,5.8,12.0,2.01,11.53,7.4,Quito,Pichincha,Sierra,2903.0
1995-06-18,12.3,15.8,9.8,11.2,9.0,2.45,14.16,5.9,Quito,Pichincha,Sierra,2903.0
1995-06-19,12.4,15.5,10.5,5.4,16.0,2.14,11.65,7.1,Quito,Pichincha,Sierra,2903.0
1995-06-20,12.1,16.8,8.4,5.6,14.0,2.78,15.59,7.4,Quito,Pichincha,Sierra,2903.0
1995-06-21,12.9,16.5,10.5,1.3,7.0,2.69,14.8,6.1,Quito,Pichincha,Sierra,2903.0
1995-06-22,12.4,16.7,9.9,12.3,10.0,2.56,14.85,7.9,Quito,Pichincha,Sierra,2903.0
1995-06-23,12.2,15.7,10.7,8.6,13.0,2.44,14.26,6.6,Quito,Pichincha,Sierra,2903.0
1995-06-24,11.3,15.5,9.2,11.1,10.0,2.35,13.67,6.9,Quito,Pichincha,Sierra,2903.0
1995-06-25,11.9,17.0,8.0,1.0,5.0,2.91,16.28,7.9,Quito,Pichincha,Sierra,2903.0
1995-06-26,12.3,16.6,8.7,2.1,9.0,2.87,15.67,9.4,Quito,Pichincha,Sierra,2903.0
1995-06-27,12.2,15.2,10.3,3.2,7.0,2.25,12.25,5.8,Quito,Pichincha,Sierra,2903.0
1995-06-28,11.4,13.9,9.9,10.0,10.0,1.89,10.8,5.9,Quito,Pichincha,Sierra,2903.0
1995-06-29,12.0,15.9,10.0,2.6,8.0,2.48,13.75,5.6,Quito,Pichincha,Sierra,2903.0
1995-06-30,11.6,15.8,8.4,1.1,5.0,2.46,13.56,6.4,Quito,Pichincha,Sierra,2903.0
1995-07-01,11.7,16.3,7.8,5.2,6.0,3.01,16.95,8.4,Quito,Pichincha,Sierra,2903.0
1995-07-02,11.9,17.2,8.3,3.8,8.0,3.09,17.54,8.9,Quito,Pichincha,Sierra,2903.0
1995-07-03,10.9,14.8,7.3,3.9,9.0,2.6,14.83,8.4,Quito,Pichincha,Sierra,2903.0
1995-07-04,11.0,13.1,8.5,4.0,12.0,1.85,10.39,5.9,Quito,Pichincha,Sierra,2903.0
1995-07-05,11.0,15.1,8.2,4.3,11.0,2.53,14.48,7.1,Quito,Pichincha,Sierra,2903.0
1995-07-06,10.6,14.5,7.4,8.7,11.0,2.51,15.06,7.4,Quito,Pichincha,Sierra,2903.0
1995-07-07,10.8,16.2,6.1,1.0,5.0,3.34,19.1,8.9,Quito,Pichincha,Sierra,2903.0
1995-07-08,12.1,18.3,7.7,0.4,2.0,3.33,18.24,9.2,Quito,Pichincha,Sierra,2903.0
1995-07-09,12.6,18.2,8.0,2.0,4.0,3.54,19.53,10.2,Quito,Pichincha,Sierra,2903.0
1995-07-10,12.8,18.7,7.4,1.2,9.0,3.47,18.84,9.5,Quito,Pichincha,Sierra,2903.0
1995-07-11,12.8,18.5,8.9,2.0,11.0,3.33,18.31,8.9,Quito,Pichincha,Sierra,2903.0
1995-07-12,11.8,15.5,9.6,12.9,19.0,2.22,12.19,7.9,Quito,Pichincha,Sierra,2903.0
1995-07-13,11.0,16.3,6.8,3.6,11.0,3.0,17.0,8.7,Quito,Pichincha,Sierra,2903.0
1995-07-14,11.9,16.9,9.1,3.5,15.0,2.53,13.76,6.6,Quito,Pichincha,Sierra,2903.0
1995-07-15,11.6,15.0,8.7,4.5,9.0,2.57,14.97,7.4,Quito,Pichincha,Sierra,2903.0
1995-07-16,11.6,15.3,9.3,4.2,11.0,2.35,12.88,6.4,Quito,Pichincha,Sierra,2903.0
1995-07-17,11.3,15.9,7.6,2.5,8.0,2.82,16.34,6.4,Quito,Pichincha,Sierra,2903.0
1995-07-18,11.3,15.3,9.1,6.7,7.0,2.5,14.65,7.9,Quito,Pichincha,Sierra,2903.0
1995-07-19,10.9,14.7,7.9,10.4,10.0,2.45,14.32,7.4,Quito,Pichincha,Sierra,2903.0
1995-07-20,11.0,13.4,9.7,9.1,20.0,1.64,9.1,4.7,Quito,Pichincha,Sierra,2903.0
1995-07-21,10.4,12.7,7.9,6.6,20.0,1.89,10.81,5.5,Quito,Pichincha,Sierra,2903.0
1995-07-22,11.0,14.5,7.9,1.7,7.0,2.26,12.85,6.9,Quito,Pichincha,Sierra,2903.0
1995-07-23,11.0,14.6,8.7,13.0,13.0,2.5,14.94,6.6,Quito,Pichincha,Sierra,2903.0
1995-07-24,10.8,14.3,8.4,9.3,12.0,2.7,16.7,8.0,Quito,Pichincha,Sierra,2903.0
1995-07-25,11.4,15.2,8.8,7.5,12.0,2.82,16.95,8.1,Quito,Pichincha,Sierra,2903.0
1995-07-26,10.7,15.1,8.5,8.1,13.0,2.4,14.62,7.5,Quito,Pichincha,Sierra,2903.0
1995-07-27,10.2,12.7,8.7,19.9,23.0,1.73,9.87,6.4,Quito,Pichincha,Sierra,2903.0
1995-07-28,10.5,15.5,5.1,6.4,14.0,2.97,17.59,7.6,Quito,Pichincha,Sierra,2903.0
1995-07-29,11.5,16.5,8.5,7.2,7.0,2.85,16.56,7.1,Quito,Pichincha,Sierra,2903.0
1995-07-30,10.9,16.9,5.4,7.4,7.0,3.56,21.5,9.8,Quito,Pichincha,Sierra,2903.0
1995-07-31,11.3,16.7,7.6,8.1,9.0,3.15,18.61,7.9,Quito,Pichincha,Sierra,2903.0
1995-08-01,10.7,15.3,7.2,4.0,7.0,2.84,16.86,7.8,Quito,Pichincha,Sierra,2903.0
1995-08-02,11.1,15.0,8.5,6.6,10.0,2.88,17.21,7.4,Quito,Pichincha,Sierra,2903.0
1995-08-03,11.3,15.5,7.7,9.9,13.0,3.06,18.15,7.2,Quito,Pichincha,Sierra,2903.0
1995-08-04,11.1,14.9,8.5,12.4,16.0,2.99,18.73,8.9,Quito,Pichincha,Sierra,2903.0
1995-08-05,10.8,16.3,5.4,2.2,8.0,3.41,19.92,9.5,Quito,Pichincha,Sierra,2903.0
1995-08-06,12.1,18.2,6.8,0.8,5.0,3.58,19.57,8.7,Quito,Pichincha,Sierra,2903.0
1995-08-07,13.2,19.4,7.9,0.6,3.0,3.88,20.8,10.1,Quito,Pichincha,Sierra,2903.0
1995-08-08,12.3,18.4,8.3,2.6,6.0,3.32,18.23,9.2,Quito,Pichincha,Sierra,2903.0
1995-08-09,11.8,16.5,8.6,8.4,10.0,3.34,19.59,7.9,Quito,Pichincha,Sierra,2903.0
1995-08-10,11.2,15.3,8.5,5.8,9.0,3.13,19.07,8.2,Quito,Pichincha,Sierra,2903.0
1995-08-11,11.1,15.9,6.2,24.3,11.0,3.14,19.12,8.4,Quito,Pichincha,Sierra,2903.0
1995-08-12,11.3,15.6,8.1,9.6,12.0,2.8,16.59,8.2,Quito,Pichincha,Sierra,2903.0
1995-08-13,11.6,16.0,8.4,8.3,8.0,2.91,17.26,9.2,Quito,Pichincha,Sierra,2903.0
1995-08-14,11.1,15.6,6.9,7.0,9.0,3.08,18.08,8.5,Quito,Pichincha,Sierra,2903.0
1995-08-15,10.7,16.5,6.2,8.5,11.0,3.28,19.41,8.7,Quito,Pichincha,Sierra,2903.0
1995-08-16,11.5,17.3,7.5,5.5,10.0,3.27,18.81,8.4,Quito,Pichincha,Sierra,2903.0
1995-08-17,11.6,16.7,8.0,6.9,7.0,3.18,18.25,9.0,Quito,Pichincha,Sierra,2903.0
1995-08-18,11.3,15.2,8.9,7.1,10.0,2.38,13.77,6.9,Quito,Pichincha,Sierra,2903.0
1995-08-19,11.4,15.9,8.1,4.3,13.0,2.56,14.18,7.2,Quito,Pichincha,Sierra,2903.0
1995-08-20,12.0,17.6,7.4,1.7,7.0,3.36,18.49,8.6,Quito,Pichincha,Sierra,2903.0
1995-08-21,12.3,17.0,9.1,1.6,8.0,3.15,17.21,6.0,Quito,Pichincha,Sierra,2903.0
1995-08-22,11.3,15.2,9.1,14.9,11.0,2.64,15.71,7.7,Quito,Pichincha,Sierra,2903.0
1995-08-23,11.1,17.3,6.2,8.9,7.0,3.38,19.84,11.6,Quito,Pichincha,Sierra,2903.0
